ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
134526	0.997367	0.993	0.1918	0.008963	0.0017192	12.08	ACOT12	acyl-CoA thioesterase 12	ACOT12	acyl-CoA thioesterase 12	FALSE
55856	0.530717	0.25	0.0571	-1.149661	-0.0656925	1316.16	ACOT13	acyl-CoA thioesterase 13	ACOT13	acyl-CoA thioesterase 13	FALSE
10965	0.074977	0.000996	0.0878	-3.291766	-0.2889858	789.58	ACOT2	acyl-CoA thioesterase 2	ACOT2	acyl-CoA thioesterase 2	FALSE
122970	0.137193	0.00747	0.1195	-2.67496	-0.3197643	142.57	ACOT4	acyl-CoA thioesterase 4	ACOT4	acyl-CoA thioesterase 4	FALSE
11332	0.683114	0.429	0.0938	-0.790527	-0.0741392	642.4	ACOT7	acyl-CoA thioesterase 7	ACOT7	acyl-CoA thioesterase 7	FALSE
10005	0.934837	0.855	0.0678	0.182309	0.0123569	851.5	ACOT8	acyl-CoA thioesterase 8	ACOT8	acyl-CoA thioesterase 8	FALSE
23597	0.41718	0.146	0.0784	-1.453194	-0.1139469	1290	ACOT9	acyl-CoA thioesterase 9	ACOT9	acyl-CoA thioesterase 9	FALSE
51	0.23773	0.0378	0.0453	-2.076754	-0.0940172	2075.94	ACOX1	acyl-CoA oxidase 1	ACOX1	acyl-CoA oxidase 1	FALSE
8309	0.263844	0.0484	0.17	1.974145	0.3355371	156.58	ACOX2	acyl-CoA oxidase 2	ACOX2	acyl-CoA oxidase 2	FALSE
8310	0.391226	0.126	0.0946	-1.529811	-0.1447014	1285.7	ACOX3	acyl-CoA oxidase 3, pristanoyl	ACOX3	acyl-CoA oxidase 3, pristanoyl	FALSE
55289	0.890947	0.767	0.1226	0.2958	0.0362778	152.73	ACOXL	acyl-CoA oxidase like	ACOXL	acyl-CoA oxidase like	FALSE
400997	0.827167	0.651	0.2079	0.45265	0.0940868	14.2	ACOXL-AS1	ACOXL antisense RNA 1	ACOXL-AS1	ACOXL antisense RNA 1	FALSE
52	0.409723	0.14	0.0484	-1.475767	-0.0713887	2689.33	ACP1	acid phosphatase 1	ACP1	acid phosphatase 1	FALSE
53	0.191156	0.0203	0.1321	-2.321128	-0.3065577	1865.59	ACP2	acid phosphatase 2, lysosomal	ACP2	acid phosphatase 2, lysosomal	FALSE
55	0.003065	5.77e-07	0.143	-4.998753	-0.7148959	186.48	ACP3	acid phosphatase 3	ACP3	acid phosphatase 3	FALSE
54	0.61023	0.332	0.2808	-0.96942	-0.2722185	1294.54	ACP5	acid phosphatase 5, tartrate resistant	ACP5	acid phosphatase 5, tartrate resistant	FALSE
51205	0.738439	0.506	0.0757	0.664911	0.0503447	1100.6	ACP6	acid phosphatase 6, lysophosphatidic	ACP6	acid phosphatase 6, lysophosphatidic	FALSE
390928	0.341597	0.0918	0.1361	1.686089	0.2295476	89.26	ACP7	acid phosphatase 7, tartrate resistant (putative)	ACP7	acid phosphatase 7, tartrate resistant (putative)	FALSE
84519	0.843251	0.681	0.1245	0.410744	0.0511357	53.61	ACRBP	acrosin binding protein	ACRBP	acrosin binding protein	FALSE
23205	0.165099	0.0133	0.1012	2.474783	0.2504437	1841.98	ACSBG1	acyl-CoA synthetase bubblegum family member 1	ACSBG1	acyl-CoA synthetase bubblegum family member 1	FALSE
81616	0.969916	0.933	0.2019	-0.083969	-0.0169571	8.65	ACSBG2	acyl-CoA synthetase bubblegum family member 2	ACSBG2	acyl-CoA synthetase bubblegum family member 2	FALSE
80221	0.720522	0.478	0.1098	0.708799	0.0778013	1743.97	ACSF2	acyl-CoA synthetase family member 2	ACSF2	acyl-CoA synthetase family member 2	FALSE
197322	0.935667	0.857	0.0616	-0.180079	-0.0110866	1196.94	ACSF3	acyl-CoA synthetase family member 3	ACSF3	acyl-CoA synthetase family member 3	FALSE
2180	0.610897	0.333	0.215	0.967388	0.208027	2331.78	ACSL1	acyl-CoA synthetase long chain family member 1	ACSL1	acyl-CoA synthetase long chain family member 1	FALSE
2181	0.124526	0.00515	0.1127	-2.797789	-0.315384	4638.96	ACSL3	acyl-CoA synthetase long chain family member 3	ACSL3	acyl-CoA synthetase long chain family member 3	FALSE
2182	0.851456	0.697	0.0986	0.388961	0.0383641	1011.38	ACSL4	acyl-CoA synthetase long chain family member 4	ACSL4	acyl-CoA synthetase long chain family member 4	FALSE
51703	0.432332	0.161	0.11	-1.401478	-0.1541602	1565.67	ACSL5	acyl-CoA synthetase long chain family member 5	ACSL5	acyl-CoA synthetase long chain family member 5	FALSE
23305	0.177007	0.0164	0.1825	2.398982	0.4378484	41.19	ACSL6	acyl-CoA synthetase long chain family member 6	ACSL6	acyl-CoA synthetase long chain family member 6	FALSE
116285	0.852257	0.699	0.3013	-0.387099	-0.116635	256.51	ACSM1	acyl-CoA synthetase medium chain family member 1	ACSM1	acyl-CoA synthetase medium chain family member 1	FALSE
6296	0.72356	0.482	0.0636	0.702709	0.0447044	301.97	ACSM3	acyl-CoA synthetase medium chain family member 3	ACSM3	acyl-CoA synthetase medium chain family member 3	FALSE
84532	0.231945	0.0359	0.1157	2.097853	0.2426252	3526.81	ACSS1	acyl-CoA synthetase short chain family member 1	ACSS1	acyl-CoA synthetase short chain family member 1	FALSE
55902	0.135189	0.00685	0.0728	-2.70426	-0.1969692	1642.58	ACSS2	acyl-CoA synthetase short chain family member 2	ACSS2	acyl-CoA synthetase short chain family member 2	FALSE
79611	0.631281	0.359	0.2666	0.917555	0.2446457	436.13	ACSS3	acyl-CoA synthetase short chain family member 3	ACSS3	acyl-CoA synthetase short chain family member 3	FALSE
59	0.375583	0.115	0.1291	1.578205	0.2038166	168.65	ACTA2	actin alpha 2, smooth muscle	ACTA2	actin alpha 2, smooth muscle	FALSE
100132116	0.517682	0.235	0.1431	1.187294	0.1698508	94.83	ACTA2-AS1	ACTA2 antisense RNA 1	ACTA2-AS1	ACTA2 antisense RNA 1	FALSE
60	0.855642	0.704	0.1277	-0.379282	-0.0484337	51991.8	ACTB	actin beta	ACTB	actin beta	FALSE
345651	0.666162	0.406	0.4151	0.831699	0.3452522	13.08	ACTBL2	actin beta like 2	ACTBL2	actin beta like 2	FALSE
71	0.454613	0.18	0.1146	-1.341702	-0.1537508	63046.66	ACTG1	actin gamma 1	ACTG1	actin gamma 1	FALSE
283693	0.992759	0.984	0.1323	0.020504	0.0027124	57.43	ACTG1P17	actin gamma 1 pseudogene 17	ACTG1P17	actin gamma 1 pseudogene 17	FALSE
644961	0.504175	0.222	0.2757	-1.220187	-0.3363797	20.07	ACTG1P20	actin gamma 1 pseudogene 20	ACTG1P20	actin gamma 1 pseudogene 20	FALSE
148709	0.642977	0.375	0.1585	0.887737	0.1407319	33.24	ACTG1P25	actin gamma 1 pseudogene 25	ACTG1P25	actin gamma 1 pseudogene 25	FALSE
648740	0.436477	0.164	0.164	1.391676	0.228283	28.59	ACTG1P4	actin gamma 1 pseudogene 4	ACTG1P4	actin gamma 1 pseudogene 4	FALSE
170487	0.132389	0.00635	0.1721	-2.729205	-0.4698082	209.33	ACTL10	actin like 10	ACTL10	actin like 10	FALSE
86	0.316001	0.0758	0.0584	-1.775694	-0.1037797	1039.21	ACTL6A	actin like 6A	ACTL6A	actin like 6A	FALSE
284325	0.814906	0.631	0.0711	-0.480996	-0.0341923	516.16	ACTMAP	actin maturation protease	ACTMAP	actin maturation protease	FALSE
87	0.637608	0.368	0.0913	0.900057	0.0822132	2554.26	ACTN1	actinin alpha 1	ACTN1	actinin alpha 1	FALSE
81	0.327505	0.083	0.0765	-1.733595	-0.1326054	11519.89	ACTN4	actinin alpha 4	ACTN4	actinin alpha 4	FALSE
55860	0.430893	0.16	0.0548	-1.405964	-0.077103	1924.79	ACTR10	actin related protein 10	ACTR10	actin related protein 10	FALSE
10121	0.08569	0.00156	0.066	-3.164069	-0.2087129	2598.27	ACTR1A	actin related protein 1A	ACTR1A	actin related protein 1A	FALSE
10120	0.807423	0.616	0.0432	-0.501502	-0.0216788	2811.08	ACTR1B	actin related protein 1B	ACTR1B	actin related protein 1B	FALSE
10097	0.489612	0.21	0.0734	-1.253605	-0.0919942	6156.56	ACTR2	actin related protein 2	ACTR2	actin related protein 2	FALSE
10096	0.397609	0.132	0.0845	-1.507341	-0.1274197	5282.94	ACTR3	actin related protein 3	ACTR3	actin related protein 3	FALSE
101060091	0.675124	0.418	0.2124	0.809577	0.1719317	25.36	ACTR3-AS1	ACTR3 antisense RNA 1	ACTR3-AS1	ACTR3 antisense RNA 1	FALSE
57180	0.178157	0.0167	0.0618	2.393994	0.1479785	419.47	ACTR3B	actin related protein 3B	ACTR3B	actin related protein 3B	FALSE
653857	0.949235	0.888	0.0607	0.140714	0.0085476	698.29	ACTR3C	actin related protein 3C	ACTR3C	actin related protein 3C	FALSE
79913	0.352899	0.1	0.0607	-1.644961	-0.0999181	422.58	ACTR5	actin related protein 5	ACTR5	actin related protein 5	FALSE
64431	0.938804	0.864	0.0667	0.171502	0.0114456	1365.4	ACTR6	actin related protein 6	ACTR6	actin related protein 6	FALSE
93973	0.143196	0.00855	0.048	-2.629484	-0.1262458	1060.98	ACTR8	actin related protein 8	ACTR8	actin related protein 8	FALSE
84517	0.211457	0.0276	0.1032	-2.20245	-0.2273979	45.69	ACTRT3	actin related protein T3	ACTRT3	actin related protein T3	FALSE
90	0.7988	0.6	0.0582	-0.52424	-0.0305	1257.9	ACVR1	activin A receptor type 1	ACVR1	activin A receptor type 1	FALSE
91	0.146851	0.00936	0.0719	2.598757	0.1868959	2173.14	ACVR1B	activin A receptor type 1B	ACVR1B	activin A receptor type 1B	FALSE
130399	0.69371	0.443	0.2459	-0.767824	-0.1887883	13.26	ACVR1C	activin A receptor type 1C	ACVR1C	activin A receptor type 1C	FALSE
92	0.809078	0.62	0.0516	-0.495247	-0.025571	819.41	ACVR2A	activin A receptor type 2A	ACVR2A	activin A receptor type 2A	FALSE
93	0.902131	0.787	0.0714	0.269988	0.0192773	406.53	ACVR2B	activin A receptor type 2B	ACVR2B	activin A receptor type 2B	FALSE
100128640	0.86615	0.722	0.12	-0.356004	-0.0427286	36.17	ACVR2B-AS1	ACVR2B antisense RNA 1	ACVR2B-AS1	ACVR2B antisense RNA 1	FALSE
94	0.30825	0.0716	0.28	-1.801625	-0.5043858	121.99	ACVRL1	activin A receptor like type 1	ACVRL1	activin A receptor like type 1	FALSE
95	0.479399	0.202	0.0628	-1.277055	-0.080191	476.12	ACY1	aminoacylase 1	ACY1	aminoacylase 1	FALSE
91703	0.865434	0.72	0.1905	-0.358138	-0.0682421	166.64	ACY3	aminoacylase 3	ACY3	aminoacylase 3	FALSE
97	0.672668	0.415	0.0827	0.815596	0.0674809	700.15	ACYP1	acylphosphatase 1	ACYP1	acylphosphatase 1	FALSE
98	0.70651	0.459	0.0566	-0.740159	-0.0419166	626.93	ACYP2	acylphosphatase 2	ACYP2	acylphosphatase 2	FALSE
100	0.792241	0.589	0.2087	-0.540709	-0.1128192	88.38	ADA	adenosine deaminase	ADA	adenosine deaminase	FALSE
51816	0.939233	0.865	0.1789	-0.169897	-0.0303905	3611.03	ADA2	adenosine deaminase 2	ADA2	adenosine deaminase 2	FALSE
161931	0.598	0.32	0.1858	0.994719	0.1848374	53.37	ADAD2	adenosine deaminase domain containing 2	ADAD2	adenosine deaminase domain containing 2	FALSE
161823	0.593587	0.315	0.0622	-1.004073	-0.0624729	388.52	ADAL	adenosine deaminase like	ADAL	adenosine deaminase like	FALSE
102	0.465528	0.189	0.0581	-1.313146	-0.0763411	2168.24	ADAM10	ADAM metallopeptidase domain 10	ADAM10	ADAM metallopeptidase domain 10	FALSE
4185	0.833388	0.663	0.2446	0.435862	0.1066197	32.24	ADAM11	ADAM metallopeptidase domain 11	ADAM11	ADAM metallopeptidase domain 11	FALSE
8038	0.376395	0.115	0.1468	1.574875	0.2311225	127.28	ADAM12	ADAM metallopeptidase domain 12	ADAM12	ADAM metallopeptidase domain 12	FALSE
8751	0.062428	0.000525	0.1278	-3.4676	-0.4433273	5660	ADAM15	ADAM metallopeptidase domain 15	ADAM15	ADAM metallopeptidase domain 15	FALSE
6868	0.968811	0.931	0.0872	-0.087108	-0.0075991	563.84	ADAM17	ADAM metallopeptidase domain 17	ADAM17	ADAM metallopeptidase domain 17	FALSE
8728	0.930536	0.847	0.3648	-0.192748	-0.0703175	157.96	ADAM19	ADAM metallopeptidase domain 19	ADAM19	ADAM metallopeptidase domain 19	FALSE
8748	0.846559	0.687	0.1398	0.403092	0.0563692	31.69	ADAM20	ADAM metallopeptidase domain 20	ADAM20	ADAM metallopeptidase domain 20	FALSE
317760	0.985354	0.967	0.1444	0.041654	0.0060163	44.94	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	FALSE
53616	0.2374	0.0377	0.1915	2.078275	0.3979069	154.37	ADAM22	ADAM metallopeptidase domain 22	ADAM22	ADAM metallopeptidase domain 22	FALSE
8745	0.580415	0.301	0.3544	-1.034714	-0.3666551	34.62	ADAM23	ADAM metallopeptidase domain 23	ADAM23	ADAM metallopeptidase domain 23	FALSE
10863	0.977181	0.95	0.1397	0.06292	0.0087922	3358.59	ADAM28	ADAM metallopeptidase domain 28	ADAM28	ADAM metallopeptidase domain 28	FALSE
203102	0.828708	0.654	0.2241	0.448553	0.100504	104.82	ADAM32	ADAM metallopeptidase domain 32	ADAM32	ADAM metallopeptidase domain 32	FALSE
101	0.572361	0.292	0.297	1.053171	0.3127956	845.16	ADAM8	ADAM metallopeptidase domain 8	ADAM8	ADAM metallopeptidase domain 8	FALSE
8754	0.041638	0.000176	0.131	-3.750676	-0.4914328	3632.57	ADAM9	ADAM metallopeptidase domain 9	ADAM9	ADAM metallopeptidase domain 9	FALSE
27299	0.293367	0.063	0.381	-1.858917	-0.7082436	66.29	ADAMDEC1	ADAM like decysin 1	ADAMDEC1	ADAM like decysin 1	FALSE
9510	0.981675	0.96	0.296	-0.050745	-0.0150216	20.23	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	FALSE
81794	0.302082	0.0677	0.218	1.827049	0.3982987	38.27	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	FALSE
81792	0.966496	0.925	0.3884	-0.094406	-0.0366717	21.38	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	FALSE
11093	0.479688	0.202	0.1356	1.276072	0.1730656	333.19	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	FALSE
140766	0.615142	0.339	0.1895	0.955866	0.1811465	470.12	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	FALSE
170689	0.178239	0.0167	0.216	2.393236	0.5168457	58.37	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	FALSE
170690	0.654672	0.391	0.2168	0.857396	0.1858597	9.62	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	FALSE
170691	0.441319	0.169	0.172	-1.377021	-0.2368421	177.55	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	FALSE
171019	0.945502	0.88	0.2509	0.150635	0.0377881	14.73	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	FALSE
9508	0.472113	0.195	0.2315	1.295057	0.2998613	39.15	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	FALSE
9507	0.933824	0.854	0.1825	-0.184501	-0.0336686	34.05	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	FALSE
11174	0.443807	0.171	0.2777	1.370508	0.3806272	11.3	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	FALSE
11173	0.334023	0.0869	0.2052	-1.711912	-0.3512664	18.53	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	FALSE
390660	0.654987	0.392	0.2412	0.856454	0.206568	128.9	ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P1	ADAMTS7 pseudogene 1	FALSE
11095	0.245248	0.0412	0.1405	2.041152	0.2868736	100.13	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	FALSE
56999	0.945492	0.88	0.194	-0.150786	-0.0292533	84.87	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	FALSE
92949	0.982382	0.962	0.1488	-0.048	-0.007143	35.27	ADAMTSL1	ADAMTS like 1	ADAMTSL1	ADAMTS like 1	FALSE
9719	0.869079	0.728	0.2579	0.34782	0.0896921	15.18	ADAMTSL2	ADAMTS like 2	ADAMTSL2	ADAMTS like 2	FALSE
57188	0.241609	0.0399	0.1681	-2.054914	-0.3455066	308.08	ADAMTSL3	ADAMTS like 3	ADAMTSL3	ADAMTS like 3	FALSE
54507	0.951932	0.894	0.3727	0.133292	0.0496817	160.8	ADAMTSL4	ADAMTS like 4	ADAMTSL4	ADAMTS like 4	FALSE
574406	0.965048	0.922	0.2838	0.098209	0.027876	14.47	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	FALSE
100289061	0.718335	0.473	0.3384	0.716922	0.2426087	20.82	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	FALSE
339366	0.712376	0.466	0.1508	0.728346	0.1098661	180.62	ADAMTSL5	ADAMTS like 5	ADAMTSL5	ADAMTS like 5	FALSE
11033	0.895065	0.775	0.1028	-0.285774	-0.0293739	1143.23	ADAP1	ArfGAP with dual PH domains 1	ADAP1	ArfGAP with dual PH domains 1	FALSE
55803	0.764911	0.547	0.1653	0.602386	0.0995899	198.69	ADAP2	ArfGAP with dual PH domains 2	ADAP2	ArfGAP with dual PH domains 2	FALSE
103	0.998019	0.994	0.1076	-0.007024	-0.0007556	6100.87	ADAR	adenosine deaminase RNA specific	ADAR	adenosine deaminase RNA specific	FALSE
104	0.077391	0.00117	0.1037	3.245937	0.3364452	197.68	ADARB1	adenosine deaminase RNA specific B1	ADARB1	adenosine deaminase RNA specific B1	FALSE
105	0.300291	0.0667	0.2138	1.834025	0.3921494	129.6	ADARB2	adenosine deaminase RNA specific B2 (inactive)	ADARB2	adenosine deaminase RNA specific B2 (inactive)	FALSE
23536	0.95001	0.89	0.0558	-0.138347	-0.0077185	1046.07	ADAT1	adenosine deaminase tRNA specific 1	ADAT1	adenosine deaminase tRNA specific 1	FALSE
134637	0.737942	0.505	0.1148	-0.666451	-0.0765342	324.79	ADAT2	adenosine deaminase tRNA specific 2	ADAT2	adenosine deaminase tRNA specific 2	FALSE
113179	0.70963	0.463	0.1072	-0.733749	-0.0786595	363.42	ADAT3	adenosine deaminase tRNA specific 3	ADAT3	adenosine deaminase tRNA specific 3	FALSE
57143	0.39406	0.129	0.0865	-1.519332	-0.1314731	407.92	ADCK1	aarF domain containing kinase 1	ADCK1	aarF domain containing kinase 1	FALSE
90956	0.08354	0.0014	0.0573	-3.19367	-0.1829734	933.87	ADCK2	aarF domain containing kinase 2	ADCK2	aarF domain containing kinase 2	FALSE
203054	0.296102	0.0643	0.0787	-1.850318	-0.1456781	536.44	ADCK5	aarF domain containing kinase 5	ADCK5	aarF domain containing kinase 5	FALSE
107	0.737198	0.504	0.2515	-0.668723	-0.1681533	17.88	ADCY1	adenylate cyclase 1	ADCY1	adenylate cyclase 1	FALSE
55811	0.689634	0.438	0.2066	0.775142	0.1601286	23.84	ADCY10	adenylate cyclase 10	ADCY10	adenylate cyclase 10	FALSE
221442	0.707729	0.461	0.1134	0.737319	0.0836086	204.78	ADCY10P1	ADCY10 pseudogene 1	ADCY10P1	ADCY10 pseudogene 1	FALSE
108	0.416334	0.145	0.1418	1.45803	0.2067636	1396.11	ADCY2	adenylate cyclase 2	ADCY2	adenylate cyclase 2	FALSE
109	0.914385	0.811	0.0946	-0.239683	-0.0226639	401.5	ADCY3	adenylate cyclase 3	ADCY3	adenylate cyclase 3	FALSE
196883	0.31973	0.0777	0.1858	-1.763911	-0.3277997	107.14	ADCY4	adenylate cyclase 4	ADCY4	adenylate cyclase 4	FALSE
111	0.423137	0.152	0.1349	1.430979	0.1931053	86.33	ADCY5	adenylate cyclase 5	ADCY5	adenylate cyclase 5	FALSE
112	0.286803	0.0597	0.0789	-1.883189	-0.1485616	1773.77	ADCY6	adenylate cyclase 6	ADCY6	adenylate cyclase 6	FALSE
100506125	0.471775	0.195	0.2355	1.29617	0.3052738	19.52	ADCY6-DT	ADCY6 divergent transcript	ADCY6-DT	ADCY6 divergent transcript	FALSE
113	0.878588	0.745	0.1495	-0.325432	-0.0486629	281.75	ADCY7	adenylate cyclase 7	ADCY7	adenylate cyclase 7	FALSE
115	0.343509	0.0933	0.0792	1.678241	0.1329053	1448.48	ADCY9	adenylate cyclase 9	ADCY9	adenylate cyclase 9	FALSE
116	0.321792	0.0792	0.4174	-1.755299	-0.732619	14.35	ADCYAP1	adenylate cyclase activating polypeptide 1	ADCYAP1	adenylate cyclase activating polypeptide 1	FALSE
118	0.417367	0.146	0.0354	1.452015	0.0514148	5106.6	ADD1	adducin 1	ADD1	adducin 1	FALSE
120	0.952927	0.896	0.0822	0.131152	0.0107848	3987.84	ADD3	adducin 3	ADD3	adducin 3	FALSE
100505933	0.803273	0.609	0.1078	0.511333	0.0551169	74.5	ADD3-AS1	ADD3 antisense RNA 1	ADD3-AS1	ADD3 antisense RNA 1	FALSE
79747	0.335757	0.0879	0.1443	1.706743	0.246223	1744.21	ADGB	androglobin	ADGB	androglobin	FALSE
84435	0.858252	0.709	0.2305	-0.372914	-0.0859637	54.34	ADGRA1	adhesion G protein-coupled receptor A1	ADGRA1	adhesion G protein-coupled receptor A1	FALSE
25960	0.913311	0.809	0.0541	0.24211	0.0130972	167.92	ADGRA2	adhesion G protein-coupled receptor A2	ADGRA2	adhesion G protein-coupled receptor A2	FALSE
166647	0.290608	0.062	0.0963	1.866279	0.1797822	1157.69	ADGRA3	adhesion G protein-coupled receptor A3	ADGRA3	adhesion G protein-coupled receptor A3	FALSE
575	0.415146	0.144	0.2094	1.461028	0.3059456	26.89	ADGRB1	adhesion G protein-coupled receptor B1	ADGRB1	adhesion G protein-coupled receptor B1	FALSE
576	0.61466	0.339	0.1261	0.956564	0.1206531	435.55	ADGRB2	adhesion G protein-coupled receptor B2	ADGRB2	adhesion G protein-coupled receptor B2	FALSE
283383	0.379531	0.117	0.2192	-1.565547	-0.3432076	15.8	ADGRD1	adhesion G protein-coupled receptor D1	ADGRD1	adhesion G protein-coupled receptor D1	FALSE
2015	0.833143	0.662	0.4032	0.436535	0.1760034	36.99	ADGRE1	adhesion G protein-coupled receptor E1	ADGRE1	adhesion G protein-coupled receptor E1	FALSE
30817	0.705022	0.457	0.3714	0.743727	0.2762396	282.72	ADGRE2	adhesion G protein-coupled receptor E2	ADGRE2	adhesion G protein-coupled receptor E2	FALSE
84658	0.274701	0.0534	0.4819	1.931764	0.9308373	57.55	ADGRE3	adhesion G protein-coupled receptor E3	ADGRE3	adhesion G protein-coupled receptor E3	FALSE
326342	0.91354	0.809	0.313	-0.241558	-0.0756021	10.89	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	FALSE
976	0.95346	0.897	0.139	0.129946	0.0180639	4842.18	ADGRE5	adhesion G protein-coupled receptor E5	ADGRE5	adhesion G protein-coupled receptor E5	FALSE
266977	0.126999	0.00573	0.162	-2.763079	-0.4476782	9449.76	ADGRF1	adhesion G protein-coupled receptor F1	ADGRF1	adhesion G protein-coupled receptor F1	FALSE
